排名,代码,名称,策略,类型,最新价,今日涨幅%,前低支撑,破底最低,破底深度%,收回幅度%,站稳天数,距60日高跌幅%,距年高跌幅%,历史分位%,量比vs5日均,MA5,MA20,止损位,目标位,盈亏比,score,命中策略,命中数,最强分,扫描总数,有效K线数,盈亏比不足,分类,J值,短期趋势线,多空线,趋势强度%,放量倍数,放量距今,近20日回撤%,日均成交额亿
343,001237,惠康科技,破底翻,守住前低,51.91,-2.08,50.21,,,3.4,28.0,31.7,67.8,2.9,1.46,52.21,53.75,48.7,75.99,7.5,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
344,600032,浙江新能,破底翻,守住前低,6.87,-0.29,6.3,,,9.0,36.0,38.8,51.3,5.2,0.81,6.84,7.15,6.11,11.22,5.72,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
345,600262,北方股份,破底翻,守住前低,15.38,-0.26,12.49,,,23.1,28.0,31.6,56.3,7.7,0.48,15.4,14.97,12.12,22.47,2.17,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
346,688278,特宝生物,碗口反弹,,58.4,,,,,,,,37.6,,,,,55.75,66.8,3.17,69.0,碗口反弹,1,69.0,4919,4583,False,靠近多空线,-9.3,60.11,59.32,1.33,2.42,7.0,12.6,3.4
347,600132,重庆啤酒,破底翻,守住前低,40.28,0.98,40.35,,,-0.2,44.0,22.5,47.7,0.6,0.57,39.9,42.62,39.14,52.0,10.28,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
348,000818,航锦科技,破底翻,守住前低,12.41,0.4,11.95,,,3.8,49.0,26.8,73.7,2.3,0.95,12.12,12.95,11.59,16.95,5.54,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
349,000990,诚志股份,破底翻,守住前低,6.68,2.93,6.37,,,4.9,21.0,31.0,50.2,6.5,1.48,6.46,6.57,6.18,9.68,6.0,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
350,600903,贵州燃气,破底翻,守住前低,6.36,2.42,5.8,,,9.7,33.0,33.5,40.3,16.0,0.95,6.24,6.31,5.63,9.56,4.38,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
351,600894,广日股份,破底翻,守住前低,7.36,0.68,7.36,,,0.0,44.0,18.6,50.5,1.8,0.76,7.39,7.73,7.14,9.04,7.64,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
352,000099,中信海直,破底翻,破底翻,13.77,0.58,14.07,13.35,5.1,-2.1,3.0,22.4,59.2,7.4,1.4,13.69,14.1,13.43,17.74,11.68,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
353,000151,中成股份,破底翻,守住前低,10.24,1.19,8.98,,,14.0,36.0,33.2,45.8,17.7,1.05,10.08,10.05,8.71,15.33,3.33,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
354,600850,电科数字,破底翻,守住前低,14.62,-0.27,13.91,,,5.1,29.0,31.0,59.4,2.9,1.02,14.51,15.04,13.49,21.18,5.81,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
355,000402,金 融 街,破底翻,破底翻,2.55,2.0,2.57,2.36,8.2,-0.8,3.0,16.9,45.9,18.5,1.33,2.5,2.5,2.47,3.07,6.5,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
356,600779,水井坊,破底翻,守住前低,27.2,0.85,27.31,,,-0.4,44.0,16.3,57.1,2.6,1.24,27.06,27.98,26.49,32.5,7.46,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
357,600600,青岛啤酒,破底翻,守住前低,51.14,0.29,50.47,,,1.3,44.0,16.2,41.9,0.5,0.91,51.13,52.57,48.96,61.03,4.54,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
358,000786,北新建材,破底翻,破底翻,17.7,0.11,17.61,16.7,5.2,0.5,3.0,21.3,51.5,1.8,0.58,17.42,18.23,17.06,22.48,7.47,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
359,000799,酒鬼酒,破底翻,守住前低,39.21,0.31,36.95,,,6.1,54.0,16.1,48.9,8.5,1.01,38.94,40.1,35.84,46.74,2.23,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
360,301631,壹连科技,破底翻,破底翻,63.0,-1.7,62.0,53.35,14.0,1.6,4.0,26.6,73.8,5.3,0.54,62.2,63.74,59.14,85.88,5.93,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
361,600480,凌云股份,破底翻,守住前低,8.25,-0.84,7.9,,,4.4,44.0,23.9,58.1,5.5,0.9,8.32,8.58,7.66,10.84,4.39,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
362,000810,创维数字,破底翻,守住前低,9.73,-0.1,9.3,,,4.6,29.0,29.2,46.9,15.5,1.14,9.64,9.64,9.02,13.75,5.66,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
363,301632,广东建科,破底翻,守住前低,13.53,0.59,13.66,,,-1.0,9.0,23.9,71.0,1.2,1.39,13.45,14.4,13.11,17.79,10.14,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
364,301061,匠心家居,破底翻,守住前低,33.54,-0.62,33.07,,,1.4,44.0,20.3,71.9,0.8,0.72,34.01,35.24,32.08,42.09,5.86,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
365,601595,上海电影,破底翻,破底翻,16.66,0.0,17.05,15.75,7.6,-2.3,3.0,15.6,58.3,3.2,0.56,16.49,17.3,16.0,19.75,4.68,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
366,300413,芒果超媒,破底翻,守住前低,14.15,-0.21,14.22,,,-0.5,44.0,16.8,61.1,0.5,0.67,14.1,15.36,13.69,17.0,6.2,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
367,688795,摩尔线程,破底翻,守住前低,533.88,-1.86,530.05,,,0.7,21.0,30.6,43.3,2.2,1.15,533.01,563.41,510.09,769.5,9.9,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
368,688765,禾元生物,破底翻,守住前低,38.5,-1.28,32.61,,,18.1,21.0,32.3,70.8,6.3,1.08,37.21,37.55,31.63,56.84,2.67,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
369,688759,必贝特,破底翻,守住前低,24.66,-4.16,20.7,,,19.1,21.0,33.3,57.1,3.9,0.81,25.15,25.66,20.08,36.99,2.69,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
370,688721,龙图光罩,破底翻,守住前低,41.05,-2.93,33.28,,,23.3,28.0,41.4,45.3,17.8,1.15,41.44,41.0,32.28,70.06,3.31,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
371,688712,北芯生命,破底翻,守住前低,32.96,-1.7,31.0,,,6.3,28.0,20.3,40.9,8.1,0.74,32.82,33.9,30.07,41.38,2.91,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
372,688692,达梦数据,破底翻,破底翻,215.53,0.08,219.09,205.51,6.2,-1.6,24.0,23.0,53.6,10.4,0.97,223.48,237.38,203.4,280.02,5.32,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
373,688639,华恒生物,破底翻,守住前低,16.96,2.23,15.75,,,7.7,33.0,24.5,87.0,4.5,0.87,16.55,17.07,15.28,22.47,3.28,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
374,688636,智明达,破底翻,守住前低,20.25,-0.34,16.5,,,22.7,24.0,54.3,67.2,10.0,0.9,20.01,19.87,16.0,44.28,5.65,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
375,688631,莱斯信息,破底翻,破底翻,39.9,0.68,40.5,37.98,6.2,-1.5,4.0,24.5,70.7,6.1,0.97,39.8,41.26,38.31,52.86,8.15,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
376,688615,合合信息,破底翻,守住前低,96.0,1.48,88.86,,,8.0,24.0,25.5,81.1,2.4,1.28,93.04,110.42,86.19,128.9,3.35,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
377,688599,天合光能,破底翻,守住前低,12.62,0.64,12.05,,,4.7,36.0,18.4,57.8,1.3,0.99,12.65,13.28,11.69,15.47,3.06,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
378,688568,中科星图,破底翻,守住前低,31.88,0.89,30.85,,,3.3,29.0,32.2,68.1,9.4,0.82,31.21,34.56,29.92,46.99,7.71,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
379,688553,汇宇制药,破底翻,破底翻,11.71,-1.51,10.24,9.86,3.7,14.4,45.0,33.6,58.6,10.6,0.68,11.92,11.9,9.93,17.64,3.33,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
380,688522,纳睿雷达,破底翻,守住前低,18.6,0.92,18.01,,,3.3,26.0,19.1,75.4,1.8,0.94,18.2,19.03,17.47,22.99,3.88,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
381,688439,振华风光,破底翻,守住前低,38.65,0.16,36.97,,,4.5,28.0,21.3,54.8,1.9,0.88,38.49,39.32,35.86,49.1,3.75,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
382,688349,三一重能,破底翻,守住前低,13.78,-1.36,13.41,,,2.8,49.0,29.3,60.2,1.0,1.28,13.87,14.52,13.01,19.49,7.42,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
383,688360,德马科技,破底翻,破底翻,15.12,-0.92,15.1,13.43,11.1,0.1,20.0,34.8,49.4,18.4,0.82,15.26,15.66,14.42,23.2,11.54,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
384,688223,晶科能源,破底翻,守住前低,4.2,0.96,4.12,,,1.9,36.0,25.0,60.3,1.9,1.16,4.29,4.42,4.0,5.6,7.0,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
385,603279,景津装备,破底翻,守住前低,11.53,1.14,11.73,,,-1.7,44.0,19.5,53.1,0.3,1.14,11.91,12.53,11.16,14.32,7.54,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
386,603260,合盛硅业,破底翻,守住前低,35.07,0.98,31.6,,,11.0,29.0,32.5,48.0,2.7,0.93,34.09,35.12,30.65,51.93,3.81,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
387,000012,南 玻Ａ,破底翻,守住前低,3.79,0.53,3.72,,,1.9,32.0,30.2,40.3,2.4,1.36,3.76,3.82,3.61,5.43,9.11,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
388,603013,亚普股份,破底翻,守住前低,15.12,-2.2,15.38,,,-1.7,44.0,20.8,50.1,26.3,2.37,15.84,16.5,14.62,19.1,7.96,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
389,603160,汇顶科技,破底翻,守住前低,48.89,-1.59,48.4,,,1.0,29.0,23.6,51.4,0.6,0.68,48.44,50.71,46.95,64.0,7.79,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
390,603219,富佳股份,破底翻,破底翻,13.9,-0.71,13.55,12.05,11.1,2.6,20.0,19.2,41.5,17.6,0.93,13.91,14.23,13.14,17.2,4.34,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
391,601633,长城汽车,破底翻,守住前低,15.32,0.2,14.67,,,4.4,44.0,16.1,54.0,2.1,0.78,15.33,15.57,14.23,18.25,2.69,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
392,301479,弘景光电,破底翻,守住前低,48.34,-2.46,43.01,,,12.4,28.0,30.7,71.4,4.8,1.14,48.83,49.42,41.72,69.75,3.23,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
393,688750,金天钛业,破底翻,破底翻,14.24,0.42,14.4,13.63,5.3,-1.1,4.0,26.2,61.5,3.9,1.11,14.08,14.41,13.83,19.29,12.32,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
394,603201,常润股份,破底翻,守住前低,14.88,0.27,13.44,,,10.7,42.0,30.8,52.0,9.5,0.88,14.83,15.86,13.04,21.49,3.59,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
395,688789,宏华数科,破底翻,守住前低,46.28,-0.86,43.07,,,7.5,24.0,21.4,62.2,2.3,0.62,46.53,46.7,41.78,58.86,2.8,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
396,603418,友升股份,破底翻,守住前低,44.37,1.05,42.5,,,4.4,43.0,17.6,51.8,14.2,1.26,43.81,43.99,41.22,53.87,3.02,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
397,688198,佰仁医疗,破底翻,守住前低,74.01,-5.12,75.0,,,-1.3,45.0,22.5,55.4,0.0,0.7,76.38,79.72,70.3,95.49,5.79,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
398,688100,威胜信息,破底翻,守住前低,25.88,-0.35,25.0,,,3.5,9.0,25.3,51.1,0.6,0.62,25.75,28.11,24.25,34.66,5.39,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
399,688084,晶品特装,破底翻,破底翻,42.77,0.87,41.89,37.79,9.8,2.1,20.0,20.6,63.1,13.2,0.87,42.54,44.67,40.47,53.85,4.82,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
400,688036,传音控股,破底翻,破底翻,57.44,-0.5,58.3,54.57,6.4,-1.5,8.0,19.8,67.9,10.5,0.73,57.76,57.39,55.19,71.58,6.28,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
401,688032,禾迈股份,破底翻,守住前低,76.12,1.85,74.03,,,2.8,33.0,18.7,72.2,2.6,1.0,74.73,77.41,71.81,93.59,4.05,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
402,688007,光峰科技,破底翻,守住前低,10.51,0.96,9.9,,,6.2,26.0,26.4,58.5,2.4,0.73,10.3,10.69,9.6,14.28,4.14,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
403,605499,东鹏饮料,破底翻,守住前低,120.81,0.36,117.13,,,3.1,33.0,17.2,64.4,1.6,0.7,121.44,123.77,113.62,145.9,3.49,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
404,605333,沪光股份,破底翻,守住前低,17.03,0.53,16.05,,,6.1,44.0,16.1,57.8,4.2,0.67,17.1,17.34,15.57,20.3,2.24,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
405,603888,新华网,破底翻,破底翻,16.24,0.37,16.58,15.35,7.4,-2.1,4.0,22.4,48.4,2.3,1.39,16.1,16.5,15.83,20.94,11.46,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
406,603811,诚意药业,破底翻,破底翻,7.32,-0.54,7.3,6.93,5.1,0.3,21.0,34.6,56.9,17.1,0.96,7.36,7.4,7.08,11.2,16.17,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
407,603712,七一二,破底翻,破底翻,11.46,0.35,11.55,10.78,6.7,-0.8,3.0,20.9,61.5,2.7,0.59,11.18,11.71,11.08,14.48,7.95,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
408,605088,冠盛股份,破底翻,守住前低,20.24,-0.59,19.32,,,4.8,28.0,41.1,55.0,18.2,0.75,20.37,20.99,18.74,34.35,9.41,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
409,603407,长裕集团,破底翻,守住前低,57.8,-1.04,53.17,,,8.7,29.0,48.1,48.1,19.0,0.85,57.02,61.47,51.57,111.33,8.59,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
410,603341,龙旗科技,破底翻,破底翻,36.85,-3.28,36.87,34.91,5.3,-0.1,19.0,18.9,40.8,10.7,1.35,37.0,37.76,34.9,45.42,4.39,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
411,688190,云路股份,破底翻,破底翻,73.31,-1.32,72.51,64.19,11.5,1.1,20.0,35.7,45.2,16.6,0.69,73.04,74.64,70.31,114.0,13.56,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
412,603400,华之杰,破底翻,守住前低,44.29,-2.89,42.26,,,4.8,10.0,36.5,54.3,4.5,0.69,45.2,45.49,40.91,69.8,7.55,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
413,603826,坤彩科技,破底翻,破底翻,16.24,0.12,16.4,14.72,10.2,-1.0,2.0,51.5,70.9,3.4,1.01,16.02,16.87,15.49,33.5,23.01,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
414,600955,维远股份,破底翻,守住前低,12.94,1.65,11.33,,,14.2,28.0,25.2,41.2,7.4,1.25,12.68,12.72,10.99,17.3,2.24,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
415,603281,江瀚新材,破底翻,破底翻,19.5,0.0,19.91,18.5,7.1,-2.1,2.0,55.5,55.5,2.1,1.03,19.07,20.27,18.56,43.86,25.91,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
416,603305,旭升集团,破底翻,破底翻,11.32,0.44,11.37,10.44,8.2,-0.4,23.0,26.0,49.6,17.1,1.44,11.24,11.64,10.97,15.29,11.34,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
417,603322,超讯科技,破底翻,守住前低,25.24,-0.75,25.03,,,0.8,44.0,19.8,57.9,5.5,0.85,25.24,26.48,24.08,31.46,5.36,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
418,300985,致远新能,碗口反弹,,37.71,,,,,,,,35.0,,,,,34.39,58.0,6.11,68.9,碗口反弹,1,68.9,4919,4583,False,靠近短期趋势线,11.6,37.42,35.09,6.62,3.36,10.0,13.6,2.03
419,688458,美芯晟,破底翻,破底翻,34.27,1.45,33.61,30.04,10.6,2.0,7.0,21.2,48.5,26.0,1.24,33.48,33.43,32.38,43.48,4.87,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
420,688682,霍莱沃,破底翻,破底翻,30.92,-1.4,30.88,27.51,10.9,0.1,19.0,35.6,57.6,26.5,1.04,31.16,31.45,29.24,47.98,10.15,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
421,002559,亚威股份,破底翻,守住前低,9.11,-0.98,8.32,,,9.5,28.0,40.8,40.8,27.4,0.83,9.15,9.53,8.07,15.38,6.03,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
422,300619,金银河,破底翻,破底翻,25.95,-1.03,25.41,21.87,13.9,2.1,19.0,36.2,54.5,28.9,0.52,26.22,26.37,24.57,40.65,10.65,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
423,002865,钧达股份,破底翻,守住前低,40.57,0.32,39.33,,,3.2,21.0,46.7,65.2,22.1,0.79,40.22,43.35,38.15,76.12,14.69,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
424,000727,冠捷科技,破底翻,守住前低,2.31,1.32,2.2,,,5.0,34.0,25.7,41.2,24.2,0.79,2.26,2.25,2.13,3.11,4.44,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
425,002314,南山控股,破底翻,破底翻,2.22,1.37,2.22,1.98,10.8,0.0,4.0,19.3,40.6,22.3,1.34,2.18,2.15,2.15,2.75,7.57,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
426,688299,长阳科技,破底翻,破底翻,12.95,-0.61,12.66,11.25,11.1,2.3,20.0,29.7,50.6,27.9,1.11,12.91,12.95,12.28,18.43,8.18,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
427,002878,元隆雅图,破底翻,破底翻,12.42,0.73,12.25,10.9,11.0,1.4,21.0,23.4,54.7,20.8,0.89,12.36,12.48,11.88,16.22,7.04,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
428,688286,敏芯股份,破底翻,守住前低,47.75,-0.85,36.6,,,30.5,28.0,65.4,65.4,30.0,0.74,46.9,46.51,35.5,138.07,7.37,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
429,300493,润欣科技,破底翻,破底翻,12.8,-0.78,12.24,11.82,3.4,4.6,4.0,17.4,63.9,28.9,1.19,12.35,12.67,11.87,15.49,2.89,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
430,300578,会畅科技,破底翻,破底翻,15.05,-0.99,15.0,13.86,7.6,0.3,21.0,29.9,54.8,22.9,0.84,15.23,15.94,14.34,21.48,9.06,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
431,601112,振石股份,破底翻,破底翻,15.51,0.39,15.47,14.58,5.8,0.3,22.0,19.6,50.0,20.6,1.05,15.28,15.38,15.01,19.28,7.54,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
432,600576,祥源文旅,破底翻,守住前低,5.58,1.09,5.47,,,2.0,49.0,15.8,48.4,23.2,1.18,5.52,5.54,5.31,6.63,3.89,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
433,600556,天下秀,破底翻,破底翻,4.6,0.0,4.31,4.11,4.6,6.7,25.0,19.0,51.3,27.1,1.46,4.57,4.87,4.18,5.68,2.57,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
434,301379,天山电子,破底翻,守住前低,21.38,-3.65,17.81,,,20.0,21.0,48.2,49.5,26.5,0.96,21.56,21.96,17.28,41.3,4.86,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
435,002617,露笑科技,破底翻,守住前低,6.2,-0.96,5.57,,,11.3,29.0,40.6,47.0,28.7,0.95,6.16,6.29,5.4,10.44,5.3,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
436,300925,法本信息,破底翻,破底翻,14.62,-0.14,14.35,13.48,6.1,1.9,24.0,26.5,57.4,28.1,0.89,14.63,14.97,13.92,19.88,7.51,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
437,603809,豪能股份,破底翻,破底翻,8.96,-0.22,9.05,8.36,7.6,-1.0,23.0,17.5,54.4,20.6,0.72,8.95,9.26,8.72,10.86,7.92,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
438,300680,隆盛科技,破底翻,守住前低,20.3,-1.31,19.43,,,4.5,28.0,44.4,70.4,26.9,0.89,20.35,21.39,18.85,36.49,11.17,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
439,300603,立昂技术,破底翻,破底翻,7.9,0.25,7.31,7.04,3.7,8.1,28.0,18.0,50.5,21.6,1.08,7.72,8.09,7.09,9.64,2.15,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
440,300667,必创科技,破底翻,破底翻,14.58,-0.14,14.57,12.8,12.1,0.1,7.0,27.0,41.0,29.4,0.71,14.47,14.42,13.95,19.98,8.57,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
441,300644,南京聚隆,破底翻,破底翻,20.8,1.96,20.53,19.04,7.3,1.3,21.0,21.7,51.3,25.8,1.02,20.61,21.24,19.91,26.56,6.47,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
442,688820,盛合晶微,破底翻,守住前低,127.55,-0.12,119.0,,,7.2,28.0,42.6,45.8,21.1,1.42,124.08,133.22,115.43,222.22,7.81,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
443,002928,华夏航空,破底翻,守住前低,6.34,0.32,5.92,,,7.1,33.0,20.4,49.2,20.3,1.0,6.29,6.42,5.74,7.96,2.7,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
444,688168,安博通,破底翻,守住前低,35.02,-0.31,31.27,,,12.0,21.0,55.4,69.0,27.4,1.34,34.73,35.98,30.33,78.59,9.29,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
445,688788,科思科技,破底翻,守住前低,29.85,-0.13,26.08,,,14.5,28.0,41.1,69.0,29.8,0.82,30.08,30.15,25.3,50.68,4.58,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
446,003026,中晶科技,破底翻,守住前低,29.24,-1.71,24.26,,,20.5,28.0,41.3,45.9,20.8,0.93,29.17,29.08,23.53,49.8,3.6,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
447,001696,宗申动力,破底翻,守住前低,15.14,-0.53,14.11,,,7.3,29.0,41.2,57.1,29.0,1.07,15.03,15.69,13.69,25.74,7.31,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
448,300061,旗天科技,破底翻,破底翻,6.15,-2.23,5.97,5.74,3.9,3.0,25.0,33.5,71.6,24.2,0.86,6.13,6.48,5.79,9.25,8.61,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
449,300207,欣旺达,破底翻,破底翻,17.93,-0.88,18.01,16.58,7.9,-0.4,25.0,16.6,52.7,27.9,0.85,17.97,18.35,17.35,21.49,6.14,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
450,002117,东港股份,破底翻,破底翻,8.1,0.37,8.18,7.43,9.2,-1.0,5.0,15.9,47.6,28.4,0.62,8.12,8.1,7.88,9.63,6.95,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
451,688811,有研复材,破底翻,破底翻,21.65,-0.96,19.49,18.88,3.1,11.1,21.0,35.6,40.8,24.7,1.35,21.31,22.21,18.91,33.6,4.36,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
452,002625,光启技术,破底翻,破底翻,28.4,0.64,28.33,26.4,6.8,0.2,28.0,27.9,51.0,28.4,1.08,28.18,29.67,27.35,39.41,10.49,68.0,破底翻,1,68.0,4919,4583,False,,,,,,,,,
453,002727,一心堂,碗口反弹,,11.25,,,,,,,,51.6,,,,,10.84,12.91,4.05,67.7,碗口反弹,1,67.7,4919,4583,False,靠近多空线,8.2,11.7,11.57,1.11,3.03,13.0,12.9,1.61
454,688289,圣湘生物,碗口反弹,,15.66,,,,,,,,40.6,,,,,14.89,18.31,3.44,67.4,碗口反弹,1,67.4,4919,4583,False,靠近多空线,19.9,15.79,15.75,0.23,5.07,6.0,14.5,1.48
455,603699,纽威股份,碗口反弹,,50.7,,,,,,,,24.5,,,,,48.43,58.91,3.62,67.3,碗口反弹,1,67.3,4919,4583,False,靠近多空线,-9.5,52.01,51.21,1.57,2.02,22.0,10.2,3.48
456,688077,大地熊,碗口反弹,,28.3,,,,,,,,37.7,,,,,26.81,33.48,3.48,67.2,碗口反弹,1,67.2,4919,4583,False,靠近短期趋势线,0.3,27.76,27.35,1.5,3.67,8.0,14.4,1.06
457,301602,超研股份,破底翻,破底翻,16.44,-1.14,14.38,13.63,5.2,14.3,34.0,22.7,57.8,13.4,0.74,16.46,16.8,13.95,21.28,1.94,67.2,破底翻/碗口反弹,2,72.0,4919,4583,True,靠近多空线,5.9,16.91,16.51,2.45,2.31,11.0,22.7,1.59
458,600663,陆家嘴,碗口反弹,,8.98,,,,,,,,25.8,,,,,8.18,9.75,0.96,67.2,碗口反弹,1,84.0,4919,4583,True,回落碗中,-5.0,9.17,8.35,9.88,3.13,21.0,7.9,2.23
459,688311,盟升电子,破底翻,守住前低,22.96,0.13,20.83,,,10.2,28.0,34.4,62.1,16.0,0.74,22.62,23.48,20.21,35.0,4.38,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
460,300443,金雷股份,破底翻,守住前低,18.68,-0.8,18.7,,,-0.1,36.0,21.4,45.5,16.5,0.69,18.87,20.34,18.09,23.76,8.61,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
461,300446,航天智造,破底翻,守住前低,13.08,-0.91,12.97,,,0.8,29.0,28.0,59.1,11.9,0.92,13.11,13.57,12.58,18.17,10.18,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
462,688776,国光电气,破底翻,破底翻,48.08,1.95,47.5,44.87,5.5,1.2,4.0,27.4,67.9,13.1,1.04,47.14,49.0,45.73,66.24,7.73,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
